Word,total_occurrences,misclassified_occurrences,misclassification_percentage
f2i,1,1,100.0
dedication,1,1,100.0
premise,1,1,100.0
wire,1,1,100.0
mississippi,1,1,100.0
inconvenient,1,1,100.0
incandescent,1,1,100.0
leghist,1,1,100.0
iezzi,1,1,100.0
refinancing,1,1,100.0
redundancy,1,1,100.0
revises,1,1,100.0
rebound,1,1,100.0
projected,1,1,100.0
qtr,1,1,100.0
syncytin,1,1,100.0
placenta,1,1,100.0
menstrual,1,1,100.0
gynecologist,1,1,100.0
christiane,1,1,100.0
northrup,1,1,100.0
fermenters,1,1,100.0
aoc,1,1,100.0
fibrillations,1,1,100.0
quorum,1,1,100.0
grillians,1,1,100.0
junta,1,1,100.0
zingaretti,1,1,100.0
dem,3,3,100.0
acids,1,1,100.0
vitamins,1,1,100.0
sugars,1,1,100.0
savir,1,1,100.0
cons,2,2,100.0
supermeat,2,2,100.0
gmo,1,1,100.0
meatball,1,1,100.0
embryos,1,1,100.0
legumes,1,1,100.0
cibio,1,1,100.0
replicate,1,1,100.0
harvested,1,1,100.0
carbohydrates,1,1,100.0
amino,1,1,100.0
256,1,1,100.0
320,1,1,100.0
divorce,1,1,100.0
rewriting,1,1,100.0
memphis,1,1,100.0
concretely,1,1,100.0
substitutes,1,1,100.0
flavorings,1,1,100.0
caliber,1,1,100.0
altiero,1,1,100.0
spinelli,1,1,100.0
apulian,1,1,100.0
grandson,1,1,100.0
manifested,1,1,100.0
unload,1,1,100.0
load,2,2,100.0
excels,1,1,100.0
paragraph,1,1,100.0
specificities,1,1,100.0
emilio,1,1,100.0
colombo,1,1,100.0
potenza,1,1,100.0
acropolis,1,1,100.0
subscribing,1,1,100.0
baste,1,1,100.0
pollin,1,1,100.0
peri,1,1,100.0
goulandris,1,1,100.0
tandem,1,1,100.0
deepest,1,1,100.0
frans,1,1,100.0
giovanni,1,1,100.0
montecitorio,2,2,100.0
stadio,1,1,100.0
olimpico,1,1,100.0
demerits,1,1,100.0
ellas,1,1,100.0
tanap,1,1,100.0
semifinal,1,1,100.0
timmermans,3,3,100.0
ropes,1,1,100.0
trivialize,1,1,100.0
blanket,2,2,100.0
unwarranted,1,1,100.0
unknowingly,1,1,100.0
shoehorn,1,1,100.0
complaining,2,2,100.0
rulings,1,1,100.0
cadornicchio,1,1,100.0
pais,1,1,100.0
scolded,2,2,100.0
gospel,1,1,100.0
shareable,1,1,100.0
showmanship,1,1,100.0
urso,1,1,100.0
manifesting,1,1,100.0
mortality,2,2,100.0
posing,1,1,100.0
statesman,1,1,100.0
trentino,2,2,100.0
barred,2,2,100.0
kaisa,1,1,100.0
cautioned,1,1,100.0
contracted,3,3,100.0
impacting,1,1,100.0
alessandro,1,1,100.0
giannì,1,1,100.0
kosonen,1,1,100.0
nordic,1,1,100.0
scientifically,1,1,100.0
drown,2,2,100.0
tickle,1,1,100.0
nationalists,1,1,100.0
tip,1,1,100.0
iceberg,1,1,100.0
bharat,1,1,100.0
prosecutable,1,1,100.0
aiding,2,2,100.0
abetting,1,1,100.0
unanswered,1,1,100.0
pardoning,1,1,100.0
corrigendum,1,1,100.0
logged,1,1,100.0
panic,1,1,100.0
anointers,1,1,100.0
monte,1,1,100.0
finest,1,1,100.0
franza,1,1,100.0
siproimi,1,1,100.0
puglia,1,1,100.0
sicilian,2,2,100.0
indignant,1,1,100.0
whoopi,1,1,100.0
goldberg,2,2,100.0
diatribe,1,1,100.0
dei,1,1,100.0
paschi,1,1,100.0
zeroing,1,1,100.0
cannonballing,1,1,100.0
tore,1,1,100.0
naiveté,1,1,100.0
awarding,1,1,100.0
pier,1,1,100.0
789,1,1,100.0
thundered,1,1,100.0
presses,1,1,100.0
wretched,1,1,100.0
candeggina,1,1,100.0
alps,1,1,100.0
narcotic,1,1,100.0
alcoholics,1,1,100.0
teetotalers,1,1,100.0
sauna,1,1,100.0
cloves,1,1,100.0
ceremonies,2,2,100.0
worshippers,1,1,100.0
akhil,1,1,100.0
disinfects,1,1,100.0
bovine,2,2,100.0
excrements,1,1,100.0
giacche,1,1,100.0
withstand,1,1,100.0
mahasabha,1,1,100.0
delhi,1,1,100.0
bath,1,1,100.0
excrement,1,1,100.0
narendra,1,1,100.0
bjp,1,1,100.0
extolled,1,1,100.0
hindu,2,2,100.0
anthem,2,2,100.0
1966,2,2,100.0
tenth,1,1,100.0
avanti,2,2,100.0
ragazzi,2,2,100.0
buda,3,3,100.0
translates,4,4,100.0
aluminum,1,1,100.0
usd,1,1,100.0
1279,1,1,100.0
btp,2,2,100.0
auctions,2,2,100.0
nikkei,2,2,100.0
unofficial,3,3,100.0
lazio,2,2,100.0
summarize,1,1,100.0
071,2,2,100.0
btps,1,1,100.0
bund,2,2,100.0
restarts,1,1,100.0
258,1,1,100.0
crosses,1,1,100.0
sandro,1,1,100.0
averted,2,2,100.0
arbor,1,1,100.0
probability,1,1,100.0
flog,1,1,100.0
hatchet,1,1,100.0
plummeting,1,1,100.0
ann,1,1,100.0
biella,2,2,100.0
irene,1,1,100.0
attic,1,1,100.0
overturning,1,1,100.0
lined,1,1,100.0
clarifications,1,1,100.0
flop,1,1,100.0
patuanelli,3,3,100.0
francese,1,1,100.0
cereal,1,1,100.0
absorbed,1,1,100.0
alessandria,1,1,100.0
cuneo,1,1,100.0
cultivation,1,1,100.0
novara,1,1,100.0
coldiretti,1,1,100.0
husbandry,1,1,100.0
floriculture,1,1,100.0
agritourism,1,1,100.0
flood,2,2,100.0
refreshments,1,1,100.0
airi,1,1,100.0
chaired,1,1,100.0
palladium,1,1,100.0
microchip,1,1,100.0
hitting,2,2,100.0
quirino,1,1,100.0
barone,1,1,100.0
malfatta,1,1,100.0
ronsecco,1,1,100.0
dellarole,1,1,100.0
underestimate,1,1,100.0
tornado,1,1,100.0
har,1,1,100.0
evan,1,1,100.0
fatally,1,1,100.0
perinatal,1,1,100.0
asphyxia,2,2,100.0
katznelson,1,1,100.0
berel,1,1,100.0
synchronization,1,1,100.0
gafni,1,1,100.0
litzman,1,1,100.0
budapest,1,1,100.0
warsaw,1,1,100.0
blackmails,1,1,100.0
inconclusive,2,2,100.0
safeguarding,1,1,100.0
infinite,1,1,100.0
carsten,1,1,100.0
spohr,1,1,100.0
prodigal,1,1,100.0
miraculous,1,1,100.0
unprofessional,1,1,100.0
cabs,1,1,100.0
nccs,1,1,100.0
gianluigi,1,1,100.0
aponte,1,1,100.0
tricolor,1,1,100.0
ranil,1,1,100.0
wickremesinghe,2,2,100.0
pitches,1,1,100.0
quell,1,1,100.0
swept,2,2,100.0
ag,4,4,100.0
rout,1,1,100.0
nearing,1,1,100.0
svb,1,1,100.0
forcefully,1,1,100.0
johann,1,1,100.0
scholtz,1,1,100.0
morningstar,1,1,100.0
outweighing,1,1,100.0
lows,1,1,100.0
merger,1,1,100.0
buyback,2,2,100.0
janet,1,1,100.0
yellen,1,1,100.0
conflating,1,1,100.0
inc,1,1,100.0
stabilizing,1,1,100.0
selloff,1,1,100.0
silicon,1,1,100.0
subsiding,1,1,100.0
shahar,1,1,100.0
haron,1,1,100.0
ginzburg,1,1,100.0
matan,1,1,100.0
winkler,1,1,100.0
purport,1,1,100.0
atreju,1,1,100.0
halevi,1,1,100.0
greenberg,1,1,100.0
ganor,1,1,100.0
shimron,1,1,100.0
malcho,1,1,100.0
chen,2,2,100.0
orion,1,1,100.0
amp,3,3,100.0
vector,1,1,100.0
perski,1,1,100.0
barsi,1,1,100.0
hila,1,1,100.0
himi,1,1,100.0
alpert,1,1,100.0
kleinhandler,1,1,100.0
hodak,1,1,100.0
causal,1,1,100.0
interns,1,1,100.0
oxygen,3,3,100.0
secrecy,1,1,100.0
flourishing,1,1,100.0
incarnation,1,1,100.0
yamina,1,1,100.0
hadash,1,1,100.0
jereta,1,1,100.0
asleep,3,3,100.0
kushnir,1,1,100.0
ragivim,1,1,100.0
alternate,1,1,100.0
meni,1,1,100.0
ygal,1,1,100.0
71,1,1,100.0
raged,2,2,100.0
alan,1,1,100.0
mccurdy,1,1,100.0
hotter,1,1,100.0
mcgurk,1,1,100.0
hochstein,1,1,100.0
mediating,1,1,100.0
tiran,1,1,100.0
fin,1,1,100.0
atia,1,1,100.0
discounts,1,1,100.0
yamar,1,1,100.0
greeted,2,2,100.0
capri,1,1,100.0
tsadik,1,1,100.0
fisher,1,1,100.0
bacher,1,1,100.0
reap,1,1,100.0
formulating,2,2,100.0
brett,1,1,100.0
harder,2,2,100.0
haifa,1,1,100.0
petach,1,1,100.0
zoom,1,1,100.0
inputs,2,2,100.0
synchronize,1,1,100.0
squeeze,1,1,100.0
cellular,1,1,100.0
procession,1,1,100.0
ramat,1,1,100.0
givatayim,1,1,100.0
saba,1,1,100.0
stutters,1,1,100.0
hastened,1,1,100.0
dinlovich,1,1,100.0
counteroffensive,1,1,100.0
smoking,1,1,100.0
behaved,1,1,100.0
genetics,1,1,100.0
recovering,1,1,100.0
hod,1,1,100.0
hasharon,1,1,100.0
kadima,1,1,100.0
zoran,1,1,100.0
873,2,2,100.0
149,2,2,100.0
070,2,2,100.0
577,2,2,100.0
courtesy,1,1,100.0
545,2,2,100.0
276,2,2,100.0
605,2,2,100.0
davidi,2,2,100.0
otaf,1,1,100.0
hamed,1,1,100.0
hadrom,1,1,100.0
kirya,1,1,100.0
bulldozer,3,3,100.0
hamza,1,1,100.0
inhumanity,1,1,100.0
beauties,1,1,100.0
humane,3,3,100.0
gesher,1,1,100.0
mertz,1,1,100.0
barrage,1,1,100.0
fence,2,2,100.0
elmisal,1,1,100.0
araby,1,1,100.0
toronto,1,1,100.0
loophole,1,1,100.0
flashlight,1,1,100.0
shines,2,2,100.0
shipment,1,1,100.0
pharmacies,3,3,100.0
disinfected,1,1,100.0
handkerchief,1,1,100.0
elbow,1,1,100.0
mansour,1,1,100.0
vpn,2,2,100.0
arabi,1,1,100.0
tamir,1,1,100.0
fantasy,1,1,100.0
hotmail,2,2,100.0
mladenov,1,1,100.0
fatou,1,1,100.0
yisrael,1,1,100.0
nsh,1,1,100.0
holon,3,3,100.0
ramla,1,1,100.0
rehovot,3,3,100.0
eilat,1,1,100.0
kobani,1,1,100.0
refresher,1,1,100.0
ashdod,5,5,100.0
5678,1,1,100.0
rishon,5,5,100.0
lezion,5,5,100.0
petah,3,3,100.0
tikva,4,4,100.0
alon,1,1,100.0
nitivat,1,1,100.0
lahavim,1,1,100.0
anana,2,2,100.0
netivot,1,1,100.0
malachi,1,1,100.0
modi,4,4,100.0
kaliningrad,1,1,100.0
thwarting,1,1,100.0
kharkiv,1,1,100.0
unfilled,2,2,100.0
procurementx,1,1,100.0
bolstering,1,1,100.0
sahel,1,1,100.0
bolster,2,2,100.0
harosh,1,1,100.0
crucible,1,1,100.0
exercised,1,1,100.0
synonym,1,1,100.0
defies,1,1,100.0
whatsoever,1,1,100.0
1977,1,1,100.0
exclave,1,1,100.0
tal,2,2,100.0
gillot,1,1,100.0
mizmaa,1,1,100.0
ventures,1,1,100.0
gonen,1,1,100.0
hillel,1,1,100.0
zamor,1,1,100.0
iti,1,1,100.0
mandeblit,1,1,100.0
aml,1,1,100.0
displays,1,1,100.0
depots,1,1,100.0
bothers,1,1,100.0
anat,1,1,100.0
guetta,1,1,100.0
disconnection,1,1,100.0
screwed,1,1,100.0
raptor,1,1,100.0
topping,1,1,100.0
memes,1,1,100.0
credo,1,1,100.0
americanized,1,1,100.0
francocentric,1,1,100.0
mcfly,1,1,100.0
transgressive,1,1,100.0
netflixed,1,1,100.0
globalized,1,1,100.0
icons,1,1,100.0
semantics,1,1,100.0
cuckservative,1,1,100.0
cuckold,1,1,100.0
headphones,1,1,100.0
publicized,1,1,100.0
tiktokers,1,1,100.0
multiplying,1,1,100.0
correctness,1,1,100.0
sjw,1,1,100.0
warrior,1,1,100.0
franchised,1,1,100.0
channelling,1,1,100.0
voucher,2,2,100.0
recycle,1,1,100.0
telephones,1,1,100.0
satirically,1,1,100.0
arabic,1,1,100.0
hadiths,1,1,100.0
uneasy,1,1,100.0
novaya,2,2,100.0
gazeta,4,4,100.0
defied,1,1,100.0
appropriating,1,1,100.0
unsurprisingly,1,1,100.0
predefined,1,1,100.0
droite,1,1,100.0
identitaire,1,1,100.0
redeploy,1,1,100.0
spontaneous,2,2,100.0
wokist,1,1,100.0
thrusts,1,1,100.0
immigrationist,1,1,100.0
multiculturalist,1,1,100.0
auctioned,1,1,100.0
mobilizations,1,1,100.0
favoring,1,1,100.0
participatory,1,1,100.0
enquête,1,1,100.0
mondiale,1,1,100.0
chez,1,1,100.0
gourous,1,1,100.0
carlito,1,1,100.0
depoliticized,1,1,100.0
potted,1,1,100.0
humor,3,3,100.0
socialization,1,1,100.0
oscillate,1,1,100.0
solo,2,2,100.0
muratov,3,3,100.0
defamatory,1,1,100.0
imputations,1,1,100.0
minimizing,1,1,100.0
parisien,1,1,100.0
thorny,1,1,100.0
3f,1,1,100.0
testimonials,1,1,100.0
sms,1,1,100.0
presided,1,1,100.0
resurgence,1,1,100.0
duo,2,2,100.0
bleus,2,2,100.0
knysna,1,1,100.0
crowned,1,1,100.0
fff,3,3,100.0
sexist,1,1,100.0
dissensions,1,1,100.0
menhir,1,1,100.0
fish,1,1,100.0
nike,1,1,100.0
appeased,1,1,100.0
quest,2,2,100.0
templates,1,1,100.0
concealed,1,1,100.0
preserves,1,1,100.0
lymphoid,1,1,100.0
leukemia,1,1,100.0
brushed,1,1,100.0
équipe,1,1,100.0
appointing,1,1,100.0
carney,2,2,100.0
jayne,1,1,100.0
amazing,1,1,100.0
fifteenth,1,1,100.0
notoriously,1,1,100.0
toyo,1,1,100.0
kogyo,1,1,100.0
forerunner,1,1,100.0
hiroshima,1,1,100.0
gadhia,1,1,100.0
hsbc,3,3,100.0
lloyds,1,1,100.0
natwest,1,1,100.0
yoichi,1,1,100.0
matsuda,1,1,100.0
bark,1,1,100.0
insulator,1,1,100.0
shuttles,1,1,100.0
credentials,1,1,100.0
lining,1,1,100.0
anticipate,2,2,100.0
vigilance,1,1,100.0
hailed,1,1,100.0
abstained,1,1,100.0
rsa,2,2,100.0
coating,1,1,100.0
unédic,2,2,100.0
roiled,1,1,100.0
insuring,1,1,100.0
soared,1,1,100.0
swaps,1,1,100.0
rbc,1,1,100.0
jolted,1,1,100.0
reassurances,1,1,100.0
238,1,1,100.0
cherry,1,1,100.0
dealmakers,1,1,100.0
238m,1,1,100.0
beers,3,3,100.0
mayfair,2,2,100.0
oversea,1,1,100.0
corp,1,1,100.0
fumbally,1,1,100.0
reconfiguring,1,1,100.0
equated,1,1,100.0
jewellery,1,1,100.0
210,2,2,100.0
superintendent,2,2,100.0
greg,1,1,100.0
showering,1,1,100.0
specialised,1,1,100.0
subprime,1,1,100.0
thumbs,1,1,100.0
eastpoint,1,1,100.0
pouring,1,1,100.0
affiliation,1,1,100.0
marketplaces,1,1,100.0
contest,1,1,100.0
celebrating,1,1,100.0
festivities,1,1,100.0
prefects,1,1,100.0
lycées,1,1,100.0
lolf,1,1,100.0
586,1,1,100.0
cnews,1,1,100.0
élysée,2,2,100.0
legislator,1,1,100.0
promptly,1,1,100.0
suspensions,1,1,100.0
118,1,1,100.0
rafales,1,1,100.0
chalice,1,1,100.0
dregs,1,1,100.0
disappointments,1,1,100.0
atrocious,1,1,100.0
affirms,1,1,100.0
nasser,1,1,100.0
figurehead,1,1,100.0
qsi,1,1,100.0
correcting,1,1,100.0
accentuates,1,1,100.0
motley,1,1,100.0
cups,1,1,100.0
defunct,1,1,100.0
rigor,1,1,100.0
endurance,1,1,100.0
freestyle,1,1,100.0
rayzo,1,1,100.0
dancer,2,2,100.0
choreographer,1,1,100.0
breakdance,1,1,100.0
culminate,1,1,100.0
débat,1,1,100.0
thursdays,1,1,100.0
tuesdays,1,1,100.0
youngsters,1,1,100.0
serviceman,1,1,100.0
supervises,2,2,100.0
in6dance,1,1,100.0
listing,3,3,100.0
notably,1,1,100.0
pointless,1,1,100.0
rodrigues,1,1,100.0
incapable,1,1,100.0
mea,1,1,100.0
culpa,1,1,100.0
chatterbox,1,1,100.0
adaptations,1,1,100.0
grace,1,1,100.0
crèches,1,1,100.0
collèges,1,1,100.0
allowances,2,2,100.0
brackets,2,2,100.0
priscillia,1,1,100.0
ludosky,1,1,100.0
visualize,1,1,100.0
dashboards,1,1,100.0
graphs,1,1,100.0
indexations,1,1,100.0
bnp,2,2,100.0
paribas,2,2,100.0
fortis,1,1,100.0
tips,1,1,100.0
converts,1,1,100.0
crelan,2,2,100.0
axa,1,1,100.0
banque,2,2,100.0
energie,1,1,100.0
euribor,1,1,100.0
interbank,1,1,100.0
luc,2,2,100.0
brouard,1,1,100.0
observe,2,2,100.0
waned,1,1,100.0
t4,1,1,100.0
vintage,1,1,100.0
mechanical,1,1,100.0
gathers,1,1,100.0
performs,1,1,100.0
grinning,1,1,100.0
replenish,1,1,100.0
clever,1,1,100.0
gadget,1,1,100.0
breeze,1,1,100.0
tetris,1,1,100.0
expedition,1,1,100.0
sajad,1,1,100.0
hussain,1,1,100.0
oversaw,2,2,100.0
hovering,2,2,100.0
denville,1,1,100.0
oversaving,1,1,100.0
underestimating,1,1,100.0
avril,1,1,100.0
horrible,1,1,100.0
médecins,1,1,100.0
telegraph,2,2,100.0
paty,2,2,100.0
618,1,1,100.0
astronomical,1,1,100.0
charities,1,1,100.0
disseminated,2,2,100.0
rohani,1,1,100.0
despoil,1,1,100.0
hid,2,2,100.0
rebelled,2,2,100.0
sepiadr,1,1,100.0
ahwaz,1,1,100.0
frontières,1,1,100.0
tabnak,1,1,100.0
polished,2,2,100.0
spotless,1,1,100.0
unfit,1,1,100.0
respectable,1,1,100.0
aeronautical,1,1,100.0
poised,1,1,100.0
balearic,1,1,100.0
terrified,1,1,100.0
worms,1,1,100.0
weevil,1,1,100.0
luis,1,1,100.0
robayo,1,1,100.0
getty,7,7,100.0
farmer,1,1,100.0
meted,1,1,100.0
aquitaine,1,1,100.0
aberration,2,2,100.0
ransacking,1,1,100.0
sèvre,1,1,100.0
niortaise,1,1,100.0
larvae,1,1,100.0
fruit,1,1,100.0
ate,2,2,100.0
beans,1,1,100.0
headteacher,2,2,100.0
505,1,1,100.0
abstentions,1,1,100.0
basins,1,1,100.0
estates,1,1,100.0
dotted,1,1,100.0
sanitized,1,1,100.0
alternations,1,1,100.0
diagnostics,1,1,100.0
monde,1,1,100.0
boarders,1,1,100.0
vaccinating,2,2,100.0
eagerly,1,1,100.0
cdi,1,1,100.0
verifies,1,1,100.0
decently,1,1,100.0
strapped,1,1,100.0
mimicked,1,1,100.0
scattered,2,2,100.0
exotic,1,1,100.0
intercept,1,1,100.0
stowaways,1,1,100.0
galactic,1,1,100.0
scales,1,1,100.0
gonzalez,1,1,100.0
confided,1,1,100.0
hallmark,1,1,100.0
tremendous,1,1,100.0
418,1,1,100.0
boasted,1,1,100.0
hashtags,1,1,100.0
originated,6,6,100.0
ile,1,1,100.0
solidarité,1,1,100.0
unauthorized,1,1,100.0
tsikhanouskaya,2,2,100.0
littered,1,1,100.0
brandished,1,1,100.0
symbols,1,1,100.0
unfolding,1,1,100.0
1976,1,1,100.0
harrowing,1,1,100.0
summers,1,1,100.0
requisition,1,1,100.0
côte,1,1,100.0
ivoire,1,1,100.0
somalia,1,1,100.0
punch,1,1,100.0
indicted,1,1,100.0
incursions,1,1,100.0
yevgeniy,1,1,100.0
objectively,1,1,100.0
militant,1,1,100.0
fervor,1,1,100.0
implants,1,1,100.0
neurobiologists,1,1,100.0
affirmative,1,1,100.0
failings,1,1,100.0
deficient,1,1,100.0
inspire,2,2,100.0
montesquieu,1,1,100.0
nicknamed,1,1,100.0
gradient,1,1,100.0
radiates,1,1,100.0
einstein,1,1,100.0
gravity,1,1,100.0
evolves,1,1,100.0
palanker,1,1,100.0
prostheses,1,1,100.0
therapeutic,5,5,100.0
collisions,1,1,100.0
dust,1,1,100.0
rotational,1,1,100.0
extraterrestrial,2,2,100.0
sail,1,1,100.0
elongated,1,1,100.0
unequal,1,1,100.0
heats,1,1,100.0
recharging,1,1,100.0
communauté,2,2,100.0
agglomération,2,2,100.0
sixfold,1,1,100.0
kilotonnes,1,1,100.0
necessitating,1,1,100.0
benoît,2,2,100.0
congratulate,1,1,100.0
aks,1,1,100.0
74u,1,1,100.0
burnt,1,1,100.0
bassin,4,4,100.0
660,2,2,100.0
rn,2,2,100.0
unspoken,2,2,100.0
elegance,1,1,100.0
mound,1,1,100.0
spectacular,1,1,100.0
wrath,2,2,100.0
denouncing,1,1,100.0
svetlana,3,3,100.0
tsikhanovskaya,1,1,100.0
greener,1,1,100.0
transsexuals,1,1,100.0
homeschooling,1,1,100.0
transcendence,1,1,100.0
parchment,1,1,100.0
shunning,1,1,100.0
americanization,1,1,100.0
islamization,1,1,100.0
hegseth,2,2,100.0
panelist,1,1,100.0
269,1,1,100.0
tutoring,1,1,100.0
freed,1,1,100.0
aristocracy,1,1,100.0
maths,1,1,100.0
statute,2,2,100.0
unimpeded,1,1,100.0
resistances,1,1,100.0
unionism,1,1,100.0
lobbed,1,1,100.0
contributor,3,3,100.0
pete,1,1,100.0
inertia,1,1,100.0
380,2,2,100.0
215,1,1,100.0
generalised,1,1,100.0
devalued,1,1,100.0
contradictions,2,2,100.0
sharpening,1,1,100.0
charreton,1,1,100.0
promotions,1,1,100.0
wishing,1,1,100.0
bubbles,2,2,100.0
energa,1,1,100.0
mediaperf,1,1,100.0
android,1,1,100.0
characterised,1,1,100.0
spends,2,2,100.0
bookings,2,2,100.0
booked,2,2,100.0
koruna,1,1,100.0
arisen,1,1,100.0
eurobonds,1,1,100.0
implicates,1,1,100.0
reyes,2,2,100.0
oroots,1,1,100.0
oruch,1,1,100.0
annoy,1,1,100.0
tavern,1,1,100.0
swims,1,1,100.0
curbing,2,2,100.0
patras,1,1,100.0
dismantled,2,2,100.0
irregularly,1,1,100.0
disrupting,1,1,100.0
erratic,1,1,100.0
alienate,1,1,100.0
rwanda,4,4,100.0
orucic,1,1,100.0
466,1,1,100.0
electronically,1,1,100.0
illuminator,1,1,100.0
fairer,3,3,100.0
unleashes,1,1,100.0
phasing,1,1,100.0
mortal,1,1,100.0
ageing,1,1,100.0
kinetic,1,1,100.0
telescopes,2,2,100.0
liciacube,1,1,100.0
webb,1,1,100.0
rehearsal,1,1,100.0
rock,2,2,100.0
misinformation,2,2,100.0
stagnant,2,2,100.0
closes,1,1,100.0
crashes,1,1,100.0
bomb,2,2,100.0
physics,2,2,100.0
baltimore,1,1,100.0
reimplement,1,1,100.0
migrations,1,1,100.0
warmer,1,1,100.0
krasnoyarsk,1,1,100.0
aerospace,1,1,100.0
289,1,1,100.0
mussolini,1,1,100.0
1940,2,2,100.0
prokopis,1,1,100.0
eleftherias,1,1,100.0
publicised,1,1,100.0
supplicant,1,1,100.0
gifts,1,1,100.0
primitive,1,1,100.0
brags,1,1,100.0
disapproval,1,1,100.0
civilisation,1,1,100.0
kentucky,1,1,100.0
starkly,1,1,100.0
proportional,1,1,100.0
vowing,2,2,100.0
neil,1,1,100.0
surfaced,1,1,100.0
ambassadors,1,1,100.0
selahatin,1,1,100.0
demirtash,2,2,100.0
woes,1,1,100.0
organizing,2,2,100.0
evolved,1,1,100.0
cautions,1,1,100.0
rand,2,2,100.0
drv,1,1,100.0
capita,2,2,100.0
522,1,1,100.0
litres,1,1,100.0
carefree,1,1,100.0
fibich,1,1,100.0
sends,1,1,100.0
collaborate,2,2,100.0
tribe,1,1,100.0
tigran,1,1,100.0
mkrtchyan,1,1,100.0
cylthian,1,1,100.0
agos,1,1,100.0
strassdas,1,1,100.0
dashes,1,1,100.0
athenians,1,1,100.0
totalling,1,1,100.0
refuelling,2,2,100.0
redesign,3,3,100.0
wakeup,1,1,100.0
kit,1,1,100.0
taipei,2,2,100.0
acquiring,1,1,100.0
penguin,1,1,100.0
colony,2,2,100.0
refuel,1,1,100.0
avifauna,1,1,100.0
ete,1,1,100.0
penetration,1,1,100.0
res,1,1,100.0
ambient,1,1,100.0
breed,1,1,100.0
samsa,2,2,100.0
heron,1,1,100.0
whales,1,1,100.0
lorien,1,1,100.0
nelson,2,2,100.0
mandela,2,2,100.0
ihr,1,1,100.0
fist,2,2,100.0
resumed,2,2,100.0
manoto,1,1,100.0
narmak,1,1,100.0
oslo,1,1,100.0
authorisations,1,1,100.0
underwater,2,2,100.0
locusts,1,1,100.0
tamaria,1,1,100.0
wenbin,1,1,100.0
grasshoppers,2,2,100.0
vegetation,1,1,100.0
malagasy,1,1,100.0
atmospheric,1,1,100.0
chris,1,1,100.0
funk,1,1,100.0
niño,1,1,100.0
fadiowa,1,1,100.0
aboasari,1,1,100.0
sherbos,1,1,100.0
sotiris,1,1,100.0
serbos,1,1,100.0
sermpos,1,1,100.0
dendias,1,1,100.0
balancing,1,1,100.0
rodro,1,1,100.0
barimalala,1,1,100.0
adm,1,1,100.0
denial,2,2,100.0
westerners,1,1,100.0
figured,1,1,100.0
embargoed,1,1,100.0
submarines,1,1,100.0
risking,1,1,100.0
chicago,1,1,100.0
ohio,2,2,100.0
counselors,2,2,100.0
snapchat,1,1,100.0
squeezing,1,1,100.0
856,1,1,100.0
leary,5,5,100.0
wellbeing,1,1,100.0
placements,1,1,100.0
acutely,1,1,100.0
modernise,1,1,100.0
571,2,2,100.0
empting,1,1,100.0
undertook,1,1,100.0
passport,4,4,100.0
liis,1,1,100.0
elmik,4,4,100.0
corresponded,1,1,100.0
swedbank,4,4,100.0
eif,1,1,100.0
pi,1,1,100.0
registrations,1,1,100.0
teenagers,1,1,100.0
protested,1,1,100.0
coli,2,2,100.0
inorganic,1,1,100.0
coatings,1,1,100.0
plasterboard,1,1,100.0
metal,1,1,100.0
spin,1,1,100.0
pcn,1,1,100.0
ike,1,1,100.0
bacteriophage,1,1,100.0
intra,2,2,100.0
purification,1,1,100.0
pathogens,1,1,100.0
staphylococcus,1,1,100.0
aureus,1,1,100.0
klebsiella,1,1,100.0
escherichia,1,1,100.0
postdocs,1,1,100.0
malia,1,1,100.0
deconstruction,2,2,100.0
exhaust,1,1,100.0
seap,1,1,100.0
dispensaries,1,1,100.0
ms2,1,1,100.0
chassis,1,1,100.0
ecoboost,2,2,100.0
responsive,1,1,100.0
fiesta,2,2,100.0
rowley,1,1,100.0
phevs,1,1,100.0
kuwait,1,1,100.0
smooth,2,2,100.0
ionity,1,1,100.0
consortium,2,2,100.0
joerg,1,1,100.0
beyer,1,1,100.0
powertrain,1,1,100.0
prototype,2,2,100.0
naked,1,1,100.0
helsinki,1,1,100.0
indifferent,1,1,100.0
uss,1,1,100.0
lincoln,1,1,100.0
bombers,1,1,100.0
intentional,1,1,100.0
misreading,1,1,100.0
contradicting,1,1,100.0
kotoulas,1,1,100.0
appe,1,1,100.0
mpe,1,1,100.0
constitutions,1,1,100.0
opw,2,2,100.0
jj,1,1,100.0
hurley,3,3,100.0
surrendered,1,1,100.0
barrack,1,1,100.0
commemoration,4,4,100.0
commemorative,1,1,100.0
302,1,1,100.0
constantine,1,1,100.0
karamanlis,1,1,100.0
rupture,1,1,100.0
postgraduate,4,4,100.0
revolutions,1,1,100.0
adopting,1,1,100.0
123,1,1,100.0
disbursements,2,2,100.0
602,1,1,100.0
631,1,1,100.0
decontamination,1,1,100.0
croatia,2,2,100.0
510,1,1,100.0
kuga,1,1,100.0
fledgling,1,1,100.0
misinterpretations,1,1,100.0
ned,1,1,100.0
enjoyable,3,3,100.0
mobilising,1,1,100.0
hahn,1,1,100.0
speciality,1,1,100.0
georgie,1,1,100.0
sailor,1,1,100.0
cl,1,1,100.0
reads,3,3,100.0
enactment,2,2,100.0
donovan,3,3,100.0
cllr,2,2,100.0
bell,1,1,100.0
carmaker,1,1,100.0
deutschlandfunk,1,1,100.0
waved,1,1,100.0
